unique_id,ds,y,otb_28,otb_30,otb_46,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,holiday_name_Christmas Day (observed),holiday_name_Columbus Day,holiday_name_Independence Day,holiday_name_Juneteenth National Independence Day,holiday_name_Juneteenth National Independence Day (observed),holiday_name_Labor Day,holiday_name_Martin Luther King Jr. Day,holiday_name_Memorial Day,holiday_name_New Year's Day,holiday_name_New Year's Day (observed),holiday_name_Thanksgiving Day,holiday_name_Veterans Day,holiday_name_Washington's Birthday,holiday_name_None,hotel_type_Key Central Business District,hotel_type_Other High Leisure Mix,hotel_type_Resorts & Destinations
hotel_7,2022-12-01,0.6807817589576547,0.2785016286644951,0.26547231270358307,0.20846905537459284,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-02,0.7019543973941368,0.3534201954397394,0.3355048859934853,0.23127035830618892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-03,0.5846905537459284,0.2947882736156352,0.26547231270358307,0.24592833876221498,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-04,0.47068403908794787,0.30781758957654726,0.2947882736156352,0.23452768729641693,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-05,0.4250814332247557,0.2736156351791531,0.2736156351791531,0.20846905537459284,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-06,0.504885993485342,0.3273615635179153,0.3273615635179153,0.254071661237785,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-07,0.6140065146579805,0.2736156351791531,0.25895765472312704,0.1791530944625407,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-08,0.6449511400651465,0.23941368078175895,0.23127035830618892,0.14006514657980457,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-09,0.7003257328990228,0.4185667752442997,0.40553745928338764,0.34364820846905536,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-10,0.6726384364820847,0.30618892508143325,0.2996742671009772,0.2899022801302932,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
